"id";"submitdate";"lastpage";"startlanguage";"seed";"startdate";"datestamp";"ipaddr";"refurl";"ID";"Messageintro";"TimeB";"Gender";"Age";"Income";"State";"Agglo";"Freqtalk";"CauseCC";"GazCC[SQ001]";"GazCC[SQ002]";"GazCC[SQ003]";"GazCC[SQ004]";"GazCC[SQ006]";"GazCC[SQ005]";"EffectsCC";"RegionCC";"GenerationCC[SQ001]";"GenerationCC[SQ002]";"GenerationCC[SQ003]";"GenerationCC[SQ004]";"GenerationCC[SQ005]";"VisioncoopCC";"Orderpcp";"CBDR";"Gdfr";"Principles[SQ001]";"Principles[SQ002]";"Principles[SQ003]";"Principles[SQ004]";"Principles[SQ005]";"RkPriciple[SQ001]";"RkPriciple[SQ002]";"RkPriciple[SQ003]";"RkPriciple[SQ004]";"RkPriciple[SQ005]";"Statements[SQ001]";"Statements[SQ002]";"Statements[SQ003]";"Statements[SQ004]";"Accountability";"History";"Ordrecas";"Randomnumber";"Test[SQ001]";"Test[SQ002]";"Test[SQ003]";"Test[SQ004]";"Case1[SQ001]";"Case1[SQ002]";"Case2[SQ001]";"Case2[SQ002]";"Case3[SQ001]";"Case3[SQ002]";"Case4[SQ001]";"Case4[SQ002]";"Case5[SQ001]";"Case5[SQ002]";"Case6[SQ001]";"Case6[SQ002]";"Coordination[SQ001]";"Coordination[SQ002]";"Coordination[SQ003]";"Coordination[SQ004]";"Reward[SQ001]";"Reward[SQ002]";"Chances";"Info";"Infono";"Educ";"CSP";"Comments";"TimeE";"Speedster";"Surveytime";"interviewtime";"groupTime12";"IDTime";"MessageintroTime";"TimeBTime";"GenderTime";"AgeTime";"IncomeTime";"StateTime";"AggloTime";"groupTime8";"FreqtalkTime";"CauseCCTime";"GazCCTime";"EffectsCCTime";"RegionCCTime";"GenerationCCTime";"VisioncoopCCTime";"groupTime9";"OrderpcpTime";"CBDRTime";"GdfrTime";"PrinciplesTime";"RkPricipleTime";"StatementsTime";"AccountabilityTime";"HistoryTime";"groupTime10";"OrdrecasTime";"RandomnumberTime";"TestTime";"Case1Time";"Case2Time";"Case3Time";"Case4Time";"Case5Time";"Case6Time";"groupTime13";"CoordinationTime";"RewardTime";"ChancesTime";"InfoTime";"InfonoTime";"groupTime14";"EducTime";"CSPTime";"CommentsTime";"TimeETime";"SpeedsterTime";"SurveytimeTime"
"873";"2020-07-20 11:46:33";"43";"fr";"245099008";"2020-07-20 11:35:50";"2020-07-20 11:46:33";"85.171.235.161";"https://s.cint.com/Survey/Fingerprint/ebc2a467-5ae0-4429-4246-93e959fc06a1?sq=1";"ebc2a467-5ae0-4429-4246-93e959fc06a1";"";"1595237753";"Un homme";"55-64 ans";"De 35 001 à 50 000 euros";"67";"De 2 000 à 19 999 habitants";"Plusieurs fois par an";"est principalement dû aux activités humaines";"Oui";"Non";"Non";"Non";"Non";"Non";"Importants";"Similaires dans les deux régions";"Oui";"Non";"Non";"Non";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"3";"1";"Faux";"Vrai";"Faux";"Vrai";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"entre 1 et 10%";"Je ne sais pas";"";"Baccalauréat, brevet professionnel ou équivalent";"Retraité";"";"1595238393";"Non";"N";"657.9";"";"";"3.24";"";"5.8";"6.18";"6.2";"11.05";"6.47";"";"9.26";"10.44";"14.75";"8.84";"8.95";"20.34";"27.31";"";"";"26.51";"25.23";"45.26";"36.46";"37.32";"13.21";"18.13";"";"";"";"115.01";"31.89";"16.94";"12.5";"16.68";"21.07";"13.35";"";"23.46";"21.16";"15.14";"14.72";"";"";"6.74";"5.35";"2.94";"";"";""
"874";"2020-07-20 11:52:09";"43";"fr";"1887876557";"2020-07-20 11:36:05";"2020-07-20 11:52:09";"93.8.84.251";"https://s.cint.com/Survey/Fingerprint/6c18e1b6-dde3-061e-9897-d63394c7f164?sq=1";"6c18e1b6-dde3-061e-9897-d63394c7f164";"";"1595237770";"Une femme";"55-64 ans";"De 35 001 à 50 000 euros";"46";"Moins de 2 000 habitants";"Presque jamais";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Non";"Non";"Non";"Désastreux";"Similaires dans les deux régions";"Non";"Oui";"Non";"Non";"Non";"";"4";"Ni l'un ni l'autre";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"3";"1";"Faux";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"entre 1 et 10%";"Je ne sais pas";"";"Diplôme du supérieur long (supérieur à bac + 2)";"Retraité";"que de la foutaise tout ça, on nous ""emmerde"" en Europe pour un problème qui est ++++++ que négligé dans de nombreux pays : maghreb, egypte, tout le moyen-orient, l'inde ,la chine ETC...";"1595238729";"Non";"N";"975.36";"";"";"5.76";"";"5.4";"4.91";"11.75";"10.92";"6.5";"";"12.47";"15.29";"21.36";"11.92";"10.62";"10.23";"40.59";"";"";"19.71";"16.9";"38.34";"33.55";"32.93";"12.94";"25";"";"";"";"122.18";"30.89";"52.66";"46.93";"32.22";"30.93";"23.72";"";"38.54";"18.58";"27.71";"8.89";"";"";"6.82";"5.77";"182.43";"";"";""
"875";"2020-07-20 11:44:03";"43";"fr";"947467695";"2020-07-20 11:37:07";"2020-07-20 11:44:03";"176.150.199.129";"https://s.cint.com/Survey/Fingerprint/eacf8ea5-f88b-6811-3d87-b9e42caa2677";"eacf8ea5-f88b-6811-3d87-b9e42caa2677";"";"1595237842";"Une femme";"45-54 ans";"Plus de 75 000 euros";"83";"De 20 000 à 99 999 habitants";"Plusieurs fois par semaine";"est principalement dû aux activités humaines";"Oui";"Oui";"Oui";"Oui";"Oui";"Oui";"Désastreux";"Similaires dans les deux régions";"Non";"Oui";"Oui";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Oui";"Oui";"Non";"Non";"Non";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"4";"1";"Vrai";"Vrai";"Vrai";"Vrai";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"entre 11 et 49%";"Oui";"";"Diplôme du supérieur long (supérieur à bac + 2)";"Cadre supérieur, profession libérale (médecin, dentiste, avocat etc)";"";"1595238243";"Non";"N";"430.86";"";"";"15.37";"";"12.02";"16.46";"47.49";"10.72";"3.7";"";"22.74";"19.08";"13.22";"5.08";"6.51";"9.26";"9.62";"";"";"7.03";"9.46";"5.97";"6.31";"4.33";"6.03";"8.13";"";"";"";"8.24";"3.59";"3.5";"4.01";"3.51";"3.99";"3.71";"";"10.87";"4.56";"6.86";"6.95";"";"";"4.82";"5.97";"121.75";"";"";""
"878";"2020-07-20 11:50:01";"43";"fr";"1454572137";"2020-07-20 11:39:09";"2020-07-20 11:50:01";"92.94.29.24";"https://s.cint.com/Survey/Fingerprint/145ad513-9279-35f4-da32-e2713f64b1c1?sq=1";"145ad513-9279-35f4-da32-e2713f64b1c1";"";"1595237956";"Un homme";"55-64 ans";"De 50 001 à 75 000 euros";"31";"De 20 000 à 99 999 habitants";"Plusieurs fois par mois";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Non";"Oui";"Oui";"Désastreux";"Similaires dans les deux régions";"Oui";"Oui";"Oui";"Oui";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Non";"Non";"Oui";"Oui";"Non";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables uniquement de leurs émissions actuelles";"3";"2";"Faux";"Faux";"Faux";"Vrai";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"entre 50 et 90%";"Non";"Le type de pollution de chaque pays.";"Diplôme du supérieur long (supérieur à bac + 2)";"Cadre supérieur, profession libérale (médecin, dentiste, avocat etc)";"";"1595238601";"Non";"N";"665.92";"";"";"7.52";"";"6.15";"7.2";"8.12";"10.42";"8.96";"";"13.6";"7.05";"19.57";"8.26";"9.04";"20.03";"15.54";"";"";"17.9";"21.51";"33.53";"20.07";"26.62";"9.04";"11.49";"";"";"";"91.27";"17.58";"43";"16.68";"22.08";"23.7";"26.91";"";"44.54";"30.48";"12.55";"8.38";"24.72";"";"9.78";"7.4";"5.23";"";"";""
"879";"2020-07-20 11:51:49";"43";"fr";"561680969";"2020-07-20 11:40:21";"2020-07-20 11:51:49";"109.205.66.53";"https://s.cint.com/Survey/Fingerprint/d06d92a9-a444-7179-ed88-a546b244f957?sq=1";"d06d92a9-a444-7179-ed88-a546b244f957";"";"1595238024";"Un homme";"45-54 ans";"De 20 001 à 35 000 euros";"14";"De 20 000 à 99 999 habitants";"Plusieurs fois par an";"est principalement dû aux activités humaines";"Oui";"Non";"Non";"Non";"Non";"Oui";"Importants";"Les Etats-Unis";"Non";"Oui";"Non";"Non";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"3";"1";"Vrai";"Vrai";"Vrai";"Vrai";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"entre 1 et 10%";"Je ne sais pas";"";"Diplôme du supérieur long (supérieur à bac + 2)";"Cadre supérieur, profession libérale (médecin, dentiste, avocat etc)";"";"1595238709";"Non";"N";"704.54";"";"";"3.61";"";"3.68";"3.6";"4.08";"4.58";"3.78";"";"8.43";"5.01";"12.82";"9";"15.72";"9.99";"15.86";"";"";"18.65";"11.51";"31.54";"15.23";"120.61";"12.65";"14.28";"";"";"";"149.66";"17.22";"18.36";"20.23";"10.78";"25.19";"17.67";"";"27.28";"13.69";"12.56";"12.5";"";"";"45.94";"5.64";"3.19";"";"";""
"887";"2020-07-20 11:56:17";"43";"fr";"2060983919";"2020-07-20 11:44:51";"2020-07-20 11:56:17";"90.108.158.245";"https://s.cint.com/Survey/Fingerprint/e1ec1900-24a4-fad6-6c21-2ec791b907d2";"e1ec1900-24a4-fad6-6c21-2ec791b907d2";"";"1595238301";"Un homme";"45-54 ans";"De 20 001 à 35 000 euros";"76";"100 000 habitants et plus";"Plusieurs fois par an";"est principalement dû aux activités humaines";"Non";"Non";"Non";"Non";"Non";"Oui";"Importants";"Similaires dans les deux régions";"Non";"Oui";"Non";"Non";"Non";"Les principes de justice climatique ne devraient jamais passer avant les intérêts nationaux, même si cela peut entraver l’action contre le changement climatique";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Pas du tout d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Non";"Oui";"Oui";"Non";"Non";"Plutôt pas d'accord";"Pas du tout d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables uniquement des émissions de carbone ayant lieu sur leur territoire";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"4";"1";"Faux";"Vrai";"Vrai";"Vrai";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"entre 1 et 10%";"Oui";"";"Baccalauréat, brevet professionnel ou équivalent";"Ouvrier";"";"1595238977";"Non";"N";"700.35";"";"";"10.39";"";"7.25";"10.04";"7.58";"31.16";"25.04";"";"17.08";"21.03";"13.2";"25.87";"14.66";"13.98";"13.79";"";"";"13.38";"15.15";"37.82";"40.55";"34.76";"20.32";"13.96";"";"";"";"73.88";"20.84";"15.81";"12.02";"11.83";"26.55";"30.84";"";"25.53";"14.3";"30.32";"13.29";"";"";"8.34";"10.06";"19.73";"";"";""
"888";"2020-07-20 11:55:49";"43";"fr";"1062694858";"2020-07-20 11:44:55";"2020-07-20 11:55:49";"90.104.160.115";"https://s.cint.com/Survey/Fingerprint/0867d410-a2fa-37f4-e731-e34c38ea8ec2?sq=1";"0867d410-a2fa-37f4-e731-e34c38ea8ec2";"";"1595238298";"Un homme";"45-54 ans";"Moins de 20 000 euros";"72";"Moins de 2 000 habitants";"Plusieurs fois par mois";"est principalement dû à la variabilité climatique naturelle";"Non";"Oui";"Non";"Non";"Non";"Non";"Importants";"Les Etats-Unis";"Non";"Oui";"Non";"Non";"Non";"Les principes de justice climatique ne devraient jamais passer avant les intérêts nationaux, même si cela peut entraver l’action contre le changement climatique";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Non";"Non";"Oui";"Oui";"Non";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"3";"2";"Faux";"Vrai";"Faux";"Vrai";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Pas du tout d'accord";"moins de 1%";"Non";"non";"CAP, BEP ou équivalent";"Autre (sans emploi, homme ou femme au foyer...)";"";"1595238949";"Non";"N";"670.39";"";"";"3.67";"";"4.69";"7.66";"4.07";"6.57";"5.46";"";"13.94";"8.76";"18.84";"41.34";"12.3";"13.81";"30.47";"";"";"18.25";"10.87";"14.13";"154.82";"30.63";"10.25";"6.16";"";"";"";"100.13";"23.23";"4.27";"4.88";"5.35";"4.75";"19.86";"";"38.11";"11.4";"14";"9.08";"7.62";"";"4.75";"3.99";"2.28";"";"";""
"895";"2020-07-20 11:58:43";"43";"fr";"1869799851";"2020-07-20 11:51:02";"2020-07-20 11:58:43";"90.90.35.207";"https://s.cint.com/Survey/Fingerprint/abd596b6-1d4c-75f9-5597-a1fe78533e64";"abd596b6-1d4c-75f9-5597-a1fe78533e64";"";"1595238665";"Un homme";"35-44 ans";"Plus de 75 000 euros";"37";"100 000 habitants et plus";"Plusieurs fois par an";"est principalement dû aux activités humaines";"Oui";"Non";"Oui";"Non";"Non";"Non";"Désastreux";"Similaires dans les deux régions";"Non";"Oui";"Non";"Non";"Non";"Les principes de justice climatique ne devraient jamais passer avant les intérêts nationaux, même si cela peut entraver l’action contre le changement climatique";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Tout à fait d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Non";"Oui";"Non";"Non";"Oui";"Plutôt pas d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables uniquement des émissions de carbone ayant lieu sur leur territoire";"Les pays devraient être tenus responsables de leurs émissions passées depuis 1990 (année à partir de laquelle il était scientifiquement établi que le changement climatique est réel et causé par les activités humaines)";"3";"1";"Faux";"Faux";"Vrai";"Vrai";"Plutôt pas d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Plutôt d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Plutôt d'accord";"entre 11 et 49%";"Oui";"";"Diplôme du supérieur long (supérieur à bac + 2)";"Cadre, enseignant, profession intermédiaire";"bon sondage";"1595239123";"Non";"N";"478.68";"";"";"3.1";"";"136.78";"5.52";"183.04";"6.9";"4.83";"";"11.65";"7.89";"4.35";"5.68";"3.94";"4.88";"3.35";"";"";"6.37";"5.67";"6.14";"4.36";"5.66";"2.89";"3.07";"";"";"";"8.01";"4.24";"2.81";"4.09";"3.22";"2.69";"4.7";"";"7.58";"3.3";"3";"2.79";"";"";"3.68";"3.6";"8.9";"";"";""
"897";"2020-07-20 12:05:09";"43";"fr";"2034492443";"2020-07-20 11:52:33";"2020-07-20 12:05:09";"193.52.245.102";"https://s.cint.com/Survey/Fingerprint/24b406c0-7cc7-e5ff-34e1-319f77da5f12?sq=1";"24b406c0-7cc7-e5ff-34e1-319f77da5f12";"";"1595238777";"Un homme";"45-54 ans";"De 20 001 à 35 000 euros";"21";"Moins de 2 000 habitants";"Plusieurs fois par mois";"est principalement dû aux activités humaines";"Oui";"Oui";"Non";"Oui";"Non";"Non";"Désastreux";"Les Etats-Unis";"Non";"Oui";"Oui";"Non";"Non";"Les principes de justice climatique devraient être déterminés au niveau international, même si cela peut empêcher les pays de défendre les intérêts de leurs populations";"4";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités différenciées, c'est à dire que certains pays doivent faire nettement plus d'efforts que d'autres pour lutter contre le changement climatique.";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Non";"Oui";"Non";"Oui";"Non";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"3";"2";"Vrai";"Vrai";"Faux";"Vrai";"Plutôt pas d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Tout à fait d'accord";"Tout à fait d'accord";"Pas du tout d'accord";"Plutôt d'accord";"Plutôt d'accord";"Pas du tout d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"moins de 1%";"Je ne sais pas";"";"Diplôme du supérieur court (niveau bac + 2)";"Employé (bureau, commerces, services, santé...)";"";"1595239509";"Non";"N";"769.05";"";"";"24.03";"";"5.61";"7.4";"7.02";"8.74";"6.27";"";"8.66";"6.7";"21.42";"7.41";"12.47";"16.06";"15.08";"";"";"33.32";"17.11";"42.7";"31.18";"30.41";"18.11";"9.93";"";"";"";"91.85";"37.33";"23.25";"34.45";"24.18";"47.62";"31.13";"";"77.18";"32.68";"9.23";"12.69";"";"";"7.03";"6.48";"4.32";"";"";""
"901";"2020-07-20 12:03:16";"43";"fr";"1044605812";"2020-07-20 11:56:25";"2020-07-20 12:03:16";"86.234.242.216";"https://s.cint.com/Survey/Fingerprint/f0cda801-f739-4ebd-3f23-9fe63e2026d3";"f0cda801-f739-4ebd-3f23-9fe63e2026d3";"";"1595238989";"Un homme";"45-54 ans";"De 35 001 à 50 000 euros";"24";"Moins de 2 000 habitants";"Plusieurs fois par mois";"est principalement dû aux activités humaines";"Oui";"Non";"Oui";"Oui";"Non";"Non";"Importants";"Similaires dans les deux régions";"Non";"Non";"Non";"Oui";"Non";"Les principes de justice climatique ne devraient jamais passer avant les intérêts nationaux, même si cela peut entraver l’action contre le changement climatique";"3";"Les pays ont des responsabilités communes mais différenciées. Mais s'il fallait choisir l'un ou l'autre, je considèrerais qu'ils ont plutôt des responsabilités communes, c'est à dire que tous les pays, sans exception, devraient agir pour lutter contre le changement climatique.";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Non";"Oui";"Non";"Non";"Oui";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Les pays devraient être tenus responsables des émissions de carbone associées à tous les produits qu’ils consomment, y compris les émissions ayant lieu à l’étranger des produits qu’ils consomment";"Les pays doivent être tenus responsables de leurs émissions passées depuis 1850 (année à partir de laquelle les sociétés ont commencé à émettre de grandes quantités de carbone dans l’atmosphère)";"4";"2";"Vrai";"Vrai";"Vrai";"Vrai";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"Plutôt pas d'accord";"entre 11 et 49%";"Non";",..";"Baccalauréat, brevet professionnel ou équivalent";"Retraité";",.,";"1595239396";"Non";"N";"427.66";"";"";"4.15";"";"3.59";"4.95";"6.64";"10.06";"4.56";"";"9.29";"7.43";"11.14";"7.56";"7.64";"10.02";"12.06";"";"";"10.34";"9.89";"33.22";"24.72";"21.52";"9.95";"10.82";"";"";"";"75.67";"10.84";"21.19";"12.12";"7.22";"7.16";"10.38";"";"11.87";"9.1";"8.85";"8.37";"7.86";"";"5.93";"5.29";"6.26";"";"";""
