"id";"submitdate";"lastpage";"startlanguage";"seed";"startdate";"datestamp";"ipaddr";"refurl";"ID";"Messageintro";"TimeB";"Gender";"Age";"Income";"State";"Agglo";"Freqtalk";"CauseCC";"GazCC[SQ001]";"GazCC[SQ002]";"GazCC[SQ003]";"GazCC[SQ004]";"GazCC[SQ006]";"GazCC[SQ005]";"EffectsCC";"RegionCC";"GenerationCC[SQ001]";"GenerationCC[SQ002]";"GenerationCC[SQ003]";"GenerationCC[SQ004]";"GenerationCC[SQ005]";"VisioncoopCC";"Orderpcp";"CBDR";"Gdfr";"Principles[SQ001]";"Principles[SQ002]";"Principles[SQ003]";"Principles[SQ004]";"Principles[SQ005]";"RkPrinciple[SQ001]";"RkPrinciple[SQ002]";"RkPrinciple[SQ003]";"RkPrinciple[SQ004]";"RkPrinciple[SQ005]";"Statements[SQ001]";"Statements[SQ002]";"Statements[SQ003]";"Statements[SQ004]";"Accountability";"History";"Ordrecas";"Randomnumber";"Test[SQ001]";"Test[SQ002]";"Test[SQ003]";"Test[SQ004]";"Case1[SQ001]";"Case1[SQ002]";"Case2[SQ001]";"Case2[SQ002]";"Case3[SQ001]";"Case3[SQ002]";"Case4[SQ001]";"Case4[SQ002]";"Case5[SQ001]";"Case5[SQ002]";"Case6[SQ001]";"Case6[SQ002]";"Coordination[SQ001]";"Coordination[SQ002]";"Coordination[SQ003]";"Coordination[SQ004]";"Reward[SQ001]";"Reward[SQ002]";"Chances";"Chances[other]";"Info";"Infono";"Educ";"CSP";"Comments";"TimeE";"Speedster";"Surveytime";"interviewtime";"groupTime7";"IDTime";"MessageintroTime";"TimeBTime";"GenderTime";"AgeTime";"IncomeTime";"StateTime";"AggloTime";"groupTime3";"FreqtalkTime";"CauseCCTime";"GazCCTime";"EffectsCCTime";"RegionCCTime";"GenerationCCTime";"VisioncoopCCTime";"groupTime4";"OrderpcpTime";"CBDRTime";"GdfrTime";"PrinciplesTime";"RkPrincipleTime";"StatementsTime";"AccountabilityTime";"HistoryTime";"groupTime5";"OrdrecasTime";"RandomnumberTime";"TestTime";"Case1Time";"Case2Time";"Case3Time";"Case4Time";"Case5Time";"Case6Time";"groupTime6";"CoordinationTime";"RewardTime";"ChancesTime";"InfoTime";"InfonoTime";"groupTime11";"EducTime";"CSPTime";"CommentsTime";"TimeETime";"SpeedsterTime";"SurveytimeTime"
"780";"2020-07-20 16:11:19";"43";"en";"2003408800";"2020-07-20 15:52:18";"2020-07-20 16:11:19";"50.249.236.137";"https://s.cint.com/Survey/Fingerprint/474ed76d-3bcc-06f0-d24c-e0656ae63ba6?sq=1";"474ed76d-3bcc-06f0-d24c-e0656ae63ba6";"";"1595253145";"A man";"45-54";"More than $75,000";"Indiana - IN";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to natural climate variability";"Yes";"Yes";"No";"No";"No";"No";"Small";"Similar consequences in both regions";"No";"No";"No";"No";"Yes";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"4";"None of the above";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"Yes";"Yes";"No";"No";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"3";"1";"False";"True";"False";"True";"I strongly disagree";"I rather agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I rather agree";"I strongly disagree";"I rather agree";"I strongly agree";"I rather disagree";"I rather disagree";"I rather agree";"I partially disagree";"I strongly disagree";"I strongly agree";"I strongly agree";"I strongly agree";"I strongly agree";"50 to 90%";"";"I do not know";"";"Bachelor degree or higher";"Higher grade professional, administrative and managerial occupation (engineer, doctor, consultant, lawyer etc)";"";"1595254279";"No";"N";"1158.15";"";"";"7.47";"";"5.96";"6.1";"5.89";"7.59";"14.75";"";"6.89";"7.51";"24.52";"12.48";"9.6";"14.26";"34.71";"";"";"36.12";"14.51";"84.52";"20.06";"37.27";"23.73";"24.16";"";"";"";"111.72";"15.03";"45.25";"22.66";"19.38";"19.51";"321.85";"";"83.1";"68.94";"12.14";"8.62";"";"";"9.89";"17.75";"4.21";"";"";""
"781";"2020-07-20 16:19:47";"43";"en";"976435932";"2020-07-20 15:56:53";"2020-07-20 16:19:47";"98.230.204.208";"https://s.cint.com/Survey/Fingerprint/ba309eae-589f-5d00-b08f-a91b58a3447d";"ba309eae-589f-5d00-b08f-a91b58a3447d";"";"1595253503";"A woman";"35-44";"Less than $20,000";"New Mexico - NM";"In an urban area of a big city";"Several times a week";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"No";"Disastrous";"The USA";"Yes";"No";"No";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I rather agree";"I strongly agree";"I rather disagree";"I strongly disagree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I strongly agree";"I strongly agree";"I strongly agree";"I strongly agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held for their historical emissions since 1850, when humans started emitting large quantities of carbon in the atmosphere";"3";"1";"True";"True";"True";"False";"I rather agree";"I strongly agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I rather disagree";"I strongly disagree";"I strongly agree";"I rather disagree";"I rather disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I partially agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"more than 99%";"";"I do not know";"";"Bachelor degree or higher";"Other (not employed)";"";"1595254787";"No";"N";"1387.57";"";"";"90.83";"";"15.38";"9.16";"16.54";"13.84";"8.44";"";"11.51";"19.21";"21.37";"13.59";"31.29";"10.82";"20.77";"";"";"70.35";"22.48";"218.01";"84";"59.41";"14.78";"186.33";"";"";"";"48.05";"8.2";"12.37";"12.87";"11.16";"16.15";"20.02";"";"72.95";"58.17";"75.11";"67.32";"";"";"30.19";"10.45";"6.45";"";"";""
"782";"2020-07-20 16:10:09";"43";"en";"238283004";"2020-07-20 15:57:12";"2020-07-20 16:10:09";"70.114.112.13";"https://s.cint.com/Survey/Fingerprint/6a52d560-aa4b-0fc3-ce41-e279856ca59b";"6a52d560-aa4b-0fc3-ce41-e279856ca59b";"";"1595253441";"A woman";"55-64";"$40,000 to $74,999";"Texas - TX";"In an urban area of a big city";"Several times a year";"is mainly due to human activity";"Yes";"Yes";"No";"No";"Yes";"Yes";"Disastrous";"Similar consequences in both regions";"Yes";"Yes";"No";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I strongly agree";"I strongly agree";"I strongly agree";"I rather agree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I strongly agree";"I rather agree";"I strongly agree";"I strongly agree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held for their historical emissions since 1850, when humans started emitting large quantities of carbon in the atmosphere";"4";"2";"False";"False";"False";"True";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I partially disagree";"I partially disagree";"I partially disagree";"I partially disagree";"I partially disagree";"I partially disagree";"11 to 49%";"";"I do not know";"";"Associate degree or higher";"Lower grade professional, administrative and managerial occupation, intermediate or teaching occupation";"";"1595254208";"No";"N";"792.79";"";"";"9.01";"";"3.84";"4.99";"4.54";"8.05";"4.76";"";"8.49";"8.62";"15.3";"10.98";"7.36";"14.76";"12.92";"";"";"12.3";"22.63";"40.42";"17.47";"358.91";"11.55";"21.29";"";"";"";"56.89";"10.43";"14.19";"5.62";"27.65";"6.45";"7.57";"";"11.24";"6.19";"12.64";"10.62";"";"";"6.79";"15.32";"3";"";"";""
"784";"2020-07-20 16:10:38";"43";"en";"145709102";"2020-07-20 15:59:19";"2020-07-20 16:10:38";"216.226.83.119";"https://s.cint.com/Survey/Fingerprint/6da7b9b9-fc47-5c00-559b-8e8c9851d36a";"6da7b9b9-fc47-5c00-559b-8e8c9851d36a";"";"1595253564";"A man";"55-64";"$40,000 to $74,999";"Wisconsin - WI";"In a rural area or a small town";"Several times a year";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"No";"Disastrous";"Similar consequences in both regions";"No";"Yes";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"1";"False";"True";"True";"True";"I strongly disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly agree";"I strongly agree";"I rather agree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly agree";"I partially agree";"I strongly agree";"I partially agree";"11 to 49%";"";"I do not know";"";"High school completion or higher";"Retired";"";"1595254238";"No";"N";"696.75";"";"";"5.18";"";"3.51";"4.39";"3.62";"7.54";"3.63";"";"7.73";"5.14";"17.84";"10.57";"5.46";"19.59";"28.99";"";"";"22.8";"7.06";"83.88";"28.68";"57.95";"16.55";"9.49";"";"";"";"129.63";"24.38";"19.93";"21.44";"15.49";"17.49";"19.57";"";"30.71";"28.36";"16.41";"13.32";"";"";"3.76";"4.03";"2.63";"";"";""
"786";"2020-07-20 16:23:35";"43";"en";"1210837659";"2020-07-20 16:02:30";"2020-07-20 16:23:35";"67.60.83.86";"https://s.cint.com/Survey/Fingerprint/fcd917ca-964e-c0ff-45eb-20f24967ba19";"fcd917ca-964e-c0ff-45eb-20f24967ba19";"";"1595253759";"A man";"55-64";"$20,000 to $39,999";"Texas - TX";"In a rural area or a small town";"Several times a year";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"No";"Significant";"Similar consequences in both regions";"No";"Yes";"No";"No";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"No";"Yes";"Yes";"No";"No";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"4";"1";"False";"True";"False";"True";"I rather disagree";"I strongly agree";"I rather disagree";"I rather agree";"I rather disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I rather agree";"I strongly agree";"I rather disagree";"I strongly agree";"I strongly disagree";"I partially disagree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Retired";"";"1595255015";"No";"N";"1282.85";"";"";"9.02";"";"6.22";"7.88";"10.51";"27.44";"9.75";"";"15.61";"10.88";"27.81";"24.5";"20.36";"21.05";"40.67";"";"";"58.68";"16.52";"152.22";"71.46";"113.9";"36.95";"24.69";"";"";"";"186.22";"23.2";"19.45";"30.84";"19.98";"76.65";"24.84";"";"100.21";"45.64";"15.49";"15.14";"";"";"8.37";"6.82";"3.88";"";"";""
"788";"2020-07-20 16:19:47";"43";"en";"736876226";"2020-07-20 16:03:18";"2020-07-20 16:19:47";"68.13.174.252";"https://s.cint.com/Survey/Fingerprint/66a69ec1-d704-7337-26e0-a98d7209da12";"66a69ec1-d704-7337-26e0-a98d7209da12";"";"1595253815";"A man";"55-64";"More than $75,000";"Nebraska - NE";"In an urban area of a big city";"Several times a year";"is mainly due to natural climate variability";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Small";"Similar consequences in both regions";"Yes";"Yes";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather disagree";"I strongly agree";"I strongly agree";"I rather disagree";"I rather disagree";"No";"No";"Yes";"No";"Yes";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"3";"1";"False";"False";"False";"False";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I strongly agree";"I rather disagree";"I rather disagree";"I strongly agree";"I strongly agree";"I strongly disagree";"I strongly disagree";"I partially disagree";"I partially disagree";"I partially agree";"I partially agree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Retired";"";"1595254787";"No";"N";"1004.13";"";"";"17.02";"";"5.9";"6.39";"11.72";"13.25";"6.1";"";"8.82";"11.13";"27.96";"11.07";"11.22";"24.7";"20.16";"";"";"36.24";"71.14";"109.5";"39.22";"200.66";"21.2";"19.73";"";"";"";"71.07";"25.13";"19.78";"17.05";"31.55";"20.83";"13.36";"";"51.77";"14.8";"15.64";"21.54";"";"";"9.64";"8.57";"10.27";"";"";""
"789";"2020-07-20 16:17:59";"43";"en";"95373013";"2020-07-20 16:06:05";"2020-07-20 16:17:59";"72.220.134.127";"https://s.cint.com/Survey/Fingerprint/eab98a7d-d1b4-7860-395c-bd9287bacdae";"eab98a7d-d1b4-7860-395c-bd9287bacdae";"";"1595253974";"A man";"55-64";"More than $75,000";"California - CA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Almost never";"is mainly due to natural climate variability";"Yes";"No";"No";"No";"No";"No";"Insignificant";"Similar consequences in both regions";"No";"No";"No";"No";"Yes";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"4";"None of the above";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"No";"No";"Yes";"Yes";"No";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"3";"1";"False";"False";"True";"True";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I partially disagree";"I partially disagree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"11 to 49%";"";"I do not know";"";"High school completion or higher";"Worker";"";"1595254679";"No";"N";"728.02";"";"";"9.98";"";"3.6";"4.73";"10.49";"16.06";"4.31";"";"22.57";"15.88";"20.05";"5.73";"28.54";"107.49";"16.27";"";"";"21.89";"30.06";"55.31";"28.18";"29.27";"25.41";"17.89";"";"";"";"43.34";"15.12";"9.17";"19.3";"9.39";"18.61";"4.39";"";"23.33";"49.59";"14";"14.71";"";"";"15.21";"11.77";"6.38";"";"";""
"790";"2020-07-20 16:22:13";"43";"en";"394918255";"2020-07-20 16:06:20";"2020-07-20 16:22:13";"75.169.3.173";"https://s.cint.com/Survey/Fingerprint/07621848-2b4a-c059-fe69-2f497e9b029b";"07621848-2b4a-c059-fe69-2f497e9b029b";"";"1595253992";"A woman";"55-64";"More than $75,000";"Utah - UT";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to human activity";"Yes";"Yes";"No";"No";"Yes";"No";"Significant";"Similar consequences in both regions";"No";"Yes";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"No";"Yes";"No";"Yes";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"3";"2";"False";"True";"False";"True";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly disagree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"11 to 49%";"";"I do not know";"";"Associate degree or higher";"Other (not employed)";"";"1595254933";"No";"N";"969.4";"";"";"12.95";"";"6.07";"5.54";"6.23";"7.36";"9.31";"";"6.85";"8.62";"29.42";"11.95";"6.75";"19.94";"15.92";"";"";"25.33";"13.83";"63.33";"63.39";"39.44";"21.02";"17.22";"";"";"";"163.25";"26.32";"47.12";"19.53";"43.56";"62.68";"19.58";"";"98.22";"50.9";"13.76";"8.28";"";"";"7.16";"11.37";"7.2";"";"";""
"791";"2020-07-20 16:16:18";"43";"en";"2018298118";"2020-07-20 16:08:47";"2020-07-20 16:16:18";"74.207.135.4";"https://s.cint.com/Survey/Fingerprint/148d5935-c49e-8fbe-1114-6ea6134bede6?sq=1";"148d5935-c49e-8fbe-1114-6ea6134bede6";"";"1595254132";"A man";"55-64";"$40,000 to $74,999";"North Dakota - ND";"In an urban area of a big city";"Almost never";"is mainly due to natural climate variability";"Yes";"No";"No";"No";"No";"No";"Small";"Similar consequences in both regions";"No";"No";"No";"No";"Yes";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"3";"None of the above";"I rather disagree";"I rather disagree";"I strongly disagree";"I rather agree";"I rather disagree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"4";"2";"True";"False";"False";"False";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"11 to 49%";"";"Yes";"";"Associate degree or higher";"Other (not employed)";"";"1595254578";"No";"N";"465.25";"";"";"5";"";"4.1";"3.69";"4.4";"8.15";"3.64";"";"6.32";"8.8";"14.58";"18.77";"7.58";"8.84";"18.31";"";"";"15.02";"13.02";"62.58";"15.14";"26.88";"14.81";"15.04";"";"";"";"48.17";"4.32";"53.28";"7.11";"5.1";"4.82";"5.18";"";"9.55";"9.26";"10.95";"6.39";"";"";"13.43";"7.51";"5.51";"";"";""
"792";"2020-07-20 16:20:47";"43";"en";"821342393";"2020-07-20 16:09:16";"2020-07-20 16:20:47";"67.236.2.146";"https://s.cint.com/Survey/Fingerprint/8d497378-09da-9fb0-a25a-4462cfca3dab";"8d497378-09da-9fb0-a25a-4462cfca3dab";"";"1595254162";"A woman";"55-64";"$20,000 to $39,999";"Tennessee - TN";"In a rural area or a small town";"Several times a year";"is mainly due to human activity";"No";"Yes";"No";"No";"No";"No";"Disastrous";"Similar consequences in both regions";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather disagree";"I strongly agree";"I strongly agree";"I rather disagree";"I rather disagree";"No";"Yes";"Yes";"No";"No";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"3";"2";"False";"True";"True";"True";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly disagree";"I strongly agree";"I strongly agree";"I partially agree";"I strongly agree";"I partially agree";"50 to 90%";"";"I do not know";"";"High school completion or higher";"Other (not employed)";"interesting,thanks";"1595254847";"No";"N";"707.06";"";"";"6.48";"";"4.75";"5.04";"3.68";"6.12";"3.38";"";"7.86";"11.14";"17.72";"13.55";"14.12";"27.89";"27.72";"";"";"25.16";"19.42";"66.6";"29.44";"23.54";"20.82";"29.63";"";"";"";"66.64";"45.34";"16.34";"10.53";"13.49";"17.73";"29.77";"";"63.57";"24.99";"13.98";"11.64";"";"";"5.71";"10.03";"13.24";"";"";""
"794";"2020-07-20 16:21:13";"43";"en";"1938374387";"2020-07-20 16:11:51";"2020-07-20 16:21:13";"99.68.151.147";"https://s.cint.com/Survey/Fingerprint/60afb287-c671-40ae-2fa6-8584415fdb54";"60afb287-c671-40ae-2fa6-8584415fdb54";"";"1595254317";"A man";"55-64";"More than $75,000";"California - CA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to natural climate variability";"Yes";"Yes";"No";"Yes";"No";"No";"Small";"Similar consequences in both regions";"No";"No";"Yes";"No";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"Yes";"No";"Yes";"No";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather agree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"4";"1";"False";"True";"False";"True";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I partially disagree";"I partially agree";"I partially disagree";"I partially agree";"I partially agree";"I partially agree";"1 to 10%";"";"Yes";"";"Master degree or higher";"Lower grade professional, administrative and managerial occupation, intermediate or teaching occupation";"";"1595254873";"No";"N";"574";"";"";"6.01";"";"4.27";"5.59";"6.7";"6.27";"5.57";"";"15.52";"9.74";"18.03";"9";"14.16";"18.06";"21.99";"";"";"32.94";"14.03";"43.53";"31.41";"36.37";"14.36";"11.07";"";"";"";"48.95";"10.16";"14.54";"22.54";"15.21";"13.73";"16.86";"";"37.47";"23.08";"14.26";"7.08";"";"";"4.21";"17.18";"4.11";"";"";""
"795";"2020-07-20 16:27:55";"43";"en";"1058520233";"2020-07-20 16:13:44";"2020-07-20 16:27:55";"108.224.110.109";"https://s.cint.com/Survey/Fingerprint/db9dcec5-e869-16c9-01e4-f9b64731e916?sq=1";"db9dcec5-e869-16c9-01e4-f9b64731e916";"";"1595254428";"A woman";"55-64";"$40,000 to $74,999";"California - CA";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to human activity";"Yes";"Yes";"No";"No";"Yes";"Yes";"Significant";"Similar consequences in both regions";"No";"Yes";"No";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather disagree";"I rather agree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"1";"False";"True";"False";"True";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I strongly disagree";"I partially disagree";"I strongly agree";"I strongly agree";"I partially agree";"I partially agree";"1 to 10%";"";"No";"IT was only a general view.  Statistical breakdown information could have helped";"Associate degree or higher";"Lower grade professional, administrative and managerial occupation, intermediate or teaching occupation";"It is a very important topic but I have no comments on this particular survey";"1595255275";"No";"N";"870.3";"";"";"4.8";"";"5.75";"6.25";"6.62";"6.71";"5.54";"";"8.97";"9.8";"16.8";"8.72";"8.55";"14.15";"28.32";"";"";"16.27";"11.68";"75.18";"30.18";"44.42";"12.95";"41.25";"";"";"";"95.77";"20.65";"28.26";"40.51";"12.39";"36.75";"41.95";"";"118.62";"28.61";"9.81";"8.34";"25.99";"";"4.48";"8.58";"26.68";"";"";""
"797";"2020-07-20 16:27:00";"43";"en";"1757776868";"2020-07-20 16:15:21";"2020-07-20 16:27:00";"69.251.150.1";"https://s.cint.com/Survey/Fingerprint/958202fd-55a5-d9bf-1edc-35a95bfc6835";"958202fd-55a5-d9bf-1edc-35a95bfc6835";"";"1595254607";"A woman";"55-64";"More than $75,000";"Maryland - MD";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a year";"is mainly due to human activity";"Yes";"Yes";"No";"No";"No";"No";"Disastrous";"The USA";"No";"Yes";"Yes";"Yes";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather disagree";"I rather disagree";"Yes";"No";"Yes";"No";"No";"I strongly agree";"I rather disagree";"I rather agree";"I rather agree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"2";"False";"True";"False";"True";"I rather disagree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I strongly disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I strongly disagree";"I partially agree";"I strongly agree";"I partially agree";"I strongly agree";"I strongly agree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Other (not employed)";"";"1595255220";"No";"N";"718.13";"";"";"86.33";"";"3.04";"2.7";"4.23";"5.43";"3.92";"";"8.29";"4.68";"11.58";"5.74";"7.96";"16";"12.75";"";"";"17.77";"12.23";"50.92";"16.55";"23.82";"12.2";"10.81";"";"";"";"91.62";"23.84";"15.87";"16.22";"16.18";"51.86";"51.7";"";"60.87";"43.81";"11.78";"5.99";"";"";"3.15";"5.49";"2.8";"";"";""
